seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr17	73267572	73267595	24	*	X2787	57409	73262310	73267311	5002	-	260	upstream	260	MIF4GD
chr17	73522005	73522176	172	*	X2788	3993	73521783	73571290	49508	+	0	inside	221	LLGL2
chr17	73781309	73781361	53	*	X2790	100616282	73780602	73780688	87	-	620	upstream	620	MIR4738
chr17	73874515	73874523	9	*	X2793	91107	73870245	73874656	4412	-	0	inside	132	TRIM47
chr17	73892929	73893097	169	*	X2794	201292	73885041	73893084	8044	-	0	overlapStart	0	TRIM65
chr17	74722061	74722124	64	*	X2796	124512	74722912	74729962	7051	+	787	upstream	787	METTL23
chr17	74722507	74722520	14	*	X2797	124512	74722912	74729962	7051	+	391	upstream	391	METTL23
chr17	74732791	74733300	510	*	X2798	6427	74730197	74733493	3297	-	0	inside	192	SRSF2
chr17	74732791	74733300	510	*	X2798	693221	74732532	74732630	99	-	160	upstream	160	MIR636
chr17	76355883	76355929	47	*	X2802	9021	76352859	76356158	3300	-	0	inside	228	SOCS3
chr17	76374561	76374646	86	*	X2803	9489	76374735	76420639	45905	+	88	upstream	88	PGS1
chr17	76836769	76836803	35	*	X2805	57602	76791735	76836969	45235	-	0	inside	165	USP36
chr17	77752167	77752176	10	*	X2806	84733	77751977	77761449	9473	+	0	inside	189	CBX2
chr17	78010222	78010376	155	*	X2809	125058	77906142	78009657	103516	-	564	upstream	564	TBC1D16
chr17	78010222	78010376	155	*	X2809	55036	78010431	78074412	63982	+	54	upstream	54	CCDC40
chr17	78010614	78010614	1	*	X2810	125058	77906142	78009657	103516	-	956	upstream	956	TBC1D16
chr17	78010614	78010614	1	*	X2810	55036	78010431	78074412	63982	+	0	inside	182	CCDC40
chr17	79829428	79829473	46	*	X2822	396	79825597	79829282	3686	-	145	upstream	145	ARHGDIA
chr17	79876194	79876249	56	*	X2823	51547	79869815	79876058	6244	-	135	upstream	135	SIRT7
chr17	79885905	79885951	47	*	X2824	4097	79876145	79885587	9443	-	317	upstream	317	MAFG
chr17	79885905	79885951	47	*	X2824	92659	79885705	79888629	2925	+	0	inside	199	MAFG-DT
chr17	79886024	79886061	38	*	X2825	4097	79876145	79885587	9443	-	436	upstream	436	MAFG
chr18	2655840	2655919	80	*	X2833	23347	2655886	2805015	149130	+	0	overlapStart	0	SMCHD1
chr18	2655840	2655919	80	*	X2833	645158	2652169	2655394	3226	-	445	upstream	445	CBX3P2
chr18	9914158	9914284	127	*	X2836	9218	9913955	9960018	46064	+	0	inside	202	VAPA
chr18	11980696	11980823	128	*	X2837	3613	11981427	12030885	49459	+	603	upstream	603	IMPA2
chr18	12658721	12658735	15	*	X2838	56907	12446511	12657912	211402	-	808	upstream	808	SPIRE1
chr18	12658721	12658735	15	*	X2838	56984	12658738	12725739	67002	+	2	upstream	2	PSMG2
chr18	12884144	12884169	26	*	X2839	5771	12785477	12884334	98858	-	0	inside	164	PTPN2
chr18	29264324	29264451	128	*	X2847	9331	29202209	29264686	62478	-	0	inside	234	B4GALT6
chr18	29264501	29264512	12	*	X2848	9331	29202209	29264686	62478	-	0	inside	173	B4GALT6
chr18	30051128	30051129	2	*	X2849	64762	29843484	30050447	206964	-	680	upstream	680	GAREM1
chr18	30051187	30051200	14	*	X2850	64762	29843484	30050447	206964	-	739	upstream	739	GAREM1
chr18	32073038	32073108	71	*	X2852	1837	32073254	32471808	398555	+	145	upstream	145	DTNA
chr18	32073120	32073129	10	*	X2853	1837	32073254	32471808	398555	+	124	upstream	124	DTNA
chr18	47013784	47013842	59	*	X2855	100302257	47013743	47013792	50	+	0	overlapEnd	40	MIR1539
chr18	47013784	47013842	59	*	X2855	497661	47007548	47013644	6097	-	139	upstream	139	C18orf32
chr18	47793110	47793150	41	*	X2856	220136	47753563	47792865	39303	-	244	upstream	244	CFAP53
chr18	48494523	48494658	136	*	X2857	4089	48494387	48611411	117025	+	0	inside	135	SMAD4
chr18	48494523	48494658	136	*	X2857	55520	48494387	48514490	20104	+	0	inside	135	ELAC1
chr18	61034689	61034740	52	*	X2859	2531	60994971	61034506	39536	-	182	upstream	182	KDSR
chr18	67067686	67067737	52	*	X2860	220164	67068284	67516322	448039	+	546	upstream	546	DOK6
chr18	67873348	67873400	53	*	X2861	25914	67671043	67872962	201920	-	385	upstream	385	RTTN
chr18	72921474	72921738	265	*	X2862	10194	72922710	73001905	79196	+	971	upstream	971	TSHZ1
chr18	72921474	72921738	265	*	X2862	284273	72909278	72921281	12004	-	192	upstream	192	ZADH2
chr19	663419	663482	64	*	X2868	55658	647526	663233	15708	-	185	upstream	185	RNF126
chr19	893698	893779	82	*	X2869	10025	867962	893218	25257	-	479	upstream	479	MED16
chr19	1021737	1021893	157	*	X2871	91304	1009650	1021141	11492	-	595	upstream	595	TMEM259
chr19	1104217	1104264	48	*	X2872	2879	1103936	1106787	2852	+	0	inside	280	GPX4
chr19	1407093	1407256	164	*	X2875	26528	1407584	1435682	28099	+	327	upstream	327	DAZAP1
chr19	2163618	2163659	42	*	X2876	84444	2164148	2232577	68430	+	488	upstream	488	DOT1L
chr19	2785221	2785229	9	*	X2882	6449	2754712	2783354	28643	-	1866	upstream	1866	SGTA
chr19	2785221	2785229	9	*	X2882	7064	2785506	2813599	28094	+	276	upstream	276	THOP1
chr19	2977820	2977847	28	*	X2884	79816	2977536	2995182	17647	+	0	inside	283	TLE6
chr19	3985110	3985329	220	*	X2885	1938	3976054	3985461	9408	-	0	inside	131	EEF2
chr19	4769480	4769624	145	*	X2887	407045	4770682	4770791	110	+	1057	upstream	1057	MIR7-3
chr19	4769911	4769912	2	*	X2888	407045	4770682	4770791	110	+	769	upstream	769	MIR7-3
chr19	5624234	5624399	166	*	X2889	9667	5587010	5622938	35929	-	1295	upstream	1295	SAFB2
chr19	5719954	5719958	5	*	X2890	257062	5720688	5778742	58055	+	729	upstream	729	CATSPERD
chr19	5790830	5790985	156	*	X2891	56931	5785153	5791249	6097	-	0	inside	263	DUS3L
chr19	5791026	5791039	14	*	X2892	56931	5785153	5791249	6097	-	0	inside	209	DUS3L
chr19	5791085	5791107	23	*	X2893	56931	5785153	5791249	6097	-	0	inside	141	DUS3L
chr19	8428879	8428925	47	*	X2902	51129	8429011	8439257	10247	+	85	upstream	85	ANGPTL4
chr19	9732186	9732384	199	*	X2904	284385	9732158	9745538	13381	+	0	inside	27	ZNF561-AS1
chr19	9732186	9732384	199	*	X2904	93134	9718002	9731916	13915	-	269	upstream	269	ZNF561
chr19	10515430	10515468	39	*	X2907	100302213	10514134	10514214	81	-	1215	upstream	1215	MIR1181
chr19	10515430	10515468	39	*	X2907	11140	10501809	10514271	12463	-	1158	upstream	1158	CDC37
chr19	10515615	10515616	2	*	X2908	100302213	10514134	10514214	81	-	1400	upstream	1400	MIR1181
chr19	10515615	10515616	2	*	X2908	11140	10501809	10514271	12463	-	1343	upstream	1343	CDC37
chr19	10764417	10764458	42	*	X2909	147727	10762538	10764548	2011	-	0	inside	89	ILF3-DT
chr19	10764417	10764458	42	*	X2909	3609	10764937	10803095	38159	+	478	upstream	478	ILF3
chr19	10765640	10765691	52	*	X2910	147727	10762538	10764548	2011	-	1091	upstream	1091	ILF3-DT
chr19	10812117	10812255	139	*	X2911	81890	10812112	10824043	11932	+	0	inside	4	QTRT1
chr19	11039518	11039646	129	*	X2912	78992	11033444	11039357	5914	-	160	upstream	160	YIPF2
chr19	11039518	11039646	129	*	X2912	90580	11039424	11040916	1493	+	0	inside	93	TIMM29
chr19	12792408	12792478	71	*	X2916	1725	12786531	12792701	6171	-	0	inside	222	DHPS
chr19	12901937	12902010	74	*	X2919	3726	12902310	12904125	1816	+	299	upstream	299	JUNB
chr19	12902139	12902139	1	*	X2920	3726	12902310	12904125	1816	+	170	upstream	170	JUNB
chr19	12902470	12902504	35	*	X2921	3726	12902310	12904125	1816	+	0	inside	159	JUNB
chr19	13261392	13261407	16	*	X2925	8677	13254872	13261188	6317	-	203	upstream	203	STX10
chr19	13261392	13261407	16	*	X2925	9592	13261282	13265718	4437	+	0	inside	109	IER2
chr19	13885111	13885205	95	*	X2929	28974	13885257	13889586	4330	+	51	upstream	51	C19orf53
chr19	13885390	13885410	21	*	X2930	28974	13885257	13889586	4330	+	0	inside	132	C19orf53
chr19	15490454	15490494	41	*	X2939	10270	15464332	15490612	26281	-	0	inside	117	AKAP8
chr19	15560974	15560988	15	*	X2942	58525	15532318	15560762	28445	-	211	upstream	211	WIZ
chr19	18391265	18391399	135	*	X2943	100422833	18392887	18392971	85	+	1487	upstream	1487	MIR3188
chr19	18391412	18391455	44	*	X2944	100422833	18392887	18392971	85	+	1431	upstream	1431	MIR3188
chr19	18391477	18391579	103	*	X2945	100422833	18392887	18392971	85	+	1307	upstream	1307	MIR3188
chr19	18497106	18497147	42	*	X2946	100422943	18497372	18497444	73	+	224	upstream	224	MIR3189
chr19	18497106	18497147	42	*	X2946	9518	18496968	18499986	3019	+	0	inside	137	GDF15
chr19	18699495	18699526	32	*	X2949	55049	18699495	18703147	3653	+	0	inside	0	REX1BD
chr19	18699627	18699694	68	*	X2950	55049	18699495	18703147	3653	+	0	inside	131	REX1BD
chr19	19302817	19302824	8	*	X2952	8625	19303008	19312678	9671	+	183	upstream	183	RFXANK
chr19	19303035	19303160	126	*	X2953	4207	19256376	19303400	47025	-	0	inside	239	BORCS8-MEF2B
chr19	19303035	19303160	126	*	X2953	729991	19287713	19303400	15688	-	0	inside	239	BORCS8
chr19	19303035	19303160	126	*	X2953	8625	19303008	19312678	9671	+	0	inside	26	RFXANK
chr19	33167236	33167404	169	*	X2955	84079	33087907	33166102	78196	-	1133	upstream	1133	ANKRD27
chr19	34663473	34663636	164	*	X2956	26065	34663352	34720420	57069	+	0	inside	120	LSM14A
chr19	36545057	36545103	47	*	X2959	284403	36545783	36596012	50230	+	679	upstream	679	WDR62
chr19	37958573	37958632	60	*	X2961	148268	37958674	37976242	17569	+	41	upstream	41	ZNF570
chr19	38146714	38147096	383	*	X2962	22835	38123389	38146368	22980	-	345	upstream	345	ZFP30
chr19	38147146	38147214	69	*	X2963	22835	38123389	38146368	22980	-	777	upstream	777	ZFP30
chr19	38755301	38755343	43	*	X2964	10653	38755098	38783254	28157	+	0	inside	202	SPINT2
chr19	42724490	42724525	36	*	X2968	116115	42724492	42732353	7862	+	0	overlapStart	0	ZNF526
chr19	42724490	42724525	36	*	X2968	162989	42702745	42724304	21560	-	185	upstream	185	DEDD2
chr19	42759262	42759285	24	*	X2969	2077	42751717	42759309	7593	-	0	inside	23	ERF
chr19	45579742	45579802	61	*	X2970	162979	45574758	45579688	4931	-	53	upstream	53	ZNF296
chr19	45579884	45579936	53	*	X2971	162979	45574758	45579688	4931	-	195	upstream	195	ZNF296
chr19	45596191	45596460	270	*	X2972	284352	45596431	45650543	54113	+	0	overlapStart	0	PPP1R37
chr19	45999683	45999785	103	*	X2974	147699	46001731	46005764	4034	+	1945	upstream	1945	PPM1N
chr19	45999801	45999872	72	*	X2975	147699	46001731	46005764	4034	+	1858	upstream	1858	PPM1N
chr19	47164871	47164999	129	*	X2980	147906	47150869	47164395	13527	-	475	upstream	475	DACT3
chr19	47633832	47633851	20	*	X2985	10055	47634080	47713893	79814	+	228	upstream	228	SAE1
chr19	48282092	48282099	8	*	X2986	6415	48281842	48287943	6102	+	0	inside	249	SELENOW
chr19	48758911	48759212	302	*	X2987	100505812	48758932	48761450	2519	+	0	overlapStart	0	CARD8-AS1
chr19	48758911	48759212	302	*	X2987	22900	48706405	48759203	52799	-	0	overlapStart	0	CARD8
chr19	49140361	49140500	140	*	X2988	1628	49133817	49140639	6823	-	0	inside	138	DBP
chr19	49140361	49140500	140	*	X2988	653677	49141296	49185502	44207	+	795	upstream	795	SEC1P
chr19	49314179	49314506	328	*	X2989	587	49298319	49314320	16002	-	0	overlapStart	0	BCAT2
chr19	49375713	49375832	120	*	X2990	23645	49375649	49379319	3671	+	0	inside	63	PPP1R15A
chr19	49468337	49468418	82	*	X2992	2512	49468566	49470136	1571	+	147	upstream	147	FTL
chr19	49468823	49469062	240	*	X2993	2512	49468566	49470136	1571	+	0	inside	256	FTL
chr19	49955425	49955448	24	*	X2994	126133	49956473	49974305	17833	+	1024	upstream	1024	ALDH16A1
chr19	49955425	49955448	24	*	X2994	55011	49949550	49955115	5566	-	309	upstream	309	PIH1D1
chr19	49990965	49991011	47	*	X2995	23521	49990811	49995564	4754	+	0	inside	153	RPL13A
chr19	50094903	50094945	43	*	X2996	57479	50094912	50129696	34785	+	0	overlapStart	0	PRR12
chr19	50179510	50179577	68	*	X2999	3276	50180409	50191707	11299	+	831	upstream	831	PRMT1
chr19	50321242	50321263	22	*	X3000	81857	50321536	50342036	20501	+	272	upstream	272	MED25
chr19	50321333	50321350	18	*	X3001	81857	50321536	50342036	20501	+	185	upstream	185	MED25
chr19	50321374	50321434	61	*	X3002	81857	50321536	50342036	20501	+	101	upstream	101	MED25
chr19	50354256	50354276	21	*	X3003	53635	50353992	50363999	10008	+	0	inside	263	PTOV1
chr19	50887874	50887901	28	*	X3006	5424	50887580	50921275	33696	+	0	inside	293	POLD1
chr19	51307591	51307659	69	*	X3009	692204	51305582	51305678	97	-	1912	upstream	1912	SNORD88C
chr19	51307698	51307852	155	*	X3010	84798	51300961	51307974	7014	-	0	inside	121	C19orf48
chr19	56151490	56151611	122	*	X3012	51157	56152392	56154836	2445	+	780	upstream	780	ZNF580
chr19	58281135	58281169	35	*	X3017	54807	58281020	58311962	30943	+	0	inside	114	ZNF586
chr19	58898064	58898160	97	*	X3020	100616168	58898137	58898225	89	-	0	overlapEnd	64	MIR4754
chr19	58898064	58898160	97	*	X3020	6193	58898636	58906171	7536	+	475	upstream	475	RPS5
chr19	59066194	59066332	139	*	X3021	27243	59062933	59066486	3554	-	0	inside	153	CHMP2A
chr20	277794	277804	11	*	X3022	85364	278204	280963	2760	+	399	upstream	399	ZCCHC3
chr20	277902	277984	83	*	X3023	85364	278204	280963	2760	+	219	upstream	219	ZCCHC3
chr20	1206117	1206136	20	*	X3029	642636	1206764	1235145	28382	+	627	upstream	627	RAD21L1
chr20	1373861	1373987	127	*	X3030	100528031	1290555	1373816	83262	-	44	upstream	44	FKBP1A-SDCBP2
chr20	1373861	1373987	127	*	X3030	2280	1349621	1373816	24196	-	44	upstream	44	FKBP1A
chr20	2082794	2082967	174	*	X3032	140901	2082528	2129198	46671	+	0	inside	265	STK35
chr20	2451221	2451270	50	*	X3034	6628	2442281	2451499	9219	-	0	inside	228	SNRPB
chr20	2632984	2633068	85	*	X3035	100302138	2633423	2633488	66	+	354	upstream	354	MIR1292
chr20	2632984	2633068	85	*	X3035	10528	2633178	2639039	5862	+	109	upstream	109	NOP56
chr20	2632984	2633068	85	*	X3035	692213	2634858	2634932	75	+	1789	upstream	1789	SNORD110
chr20	3026817	3027056	240	*	X3039	64949	3026675	3028896	2222	+	0	inside	141	MRPS26
chr20	5107704	5107717	14	*	X3041	5111	5095599	5107268	11670	-	435	upstream	435	PCNA
chr20	5107704	5107717	14	*	X3041	8760	5107407	5178533	71127	+	0	inside	296	CDS2
chr20	9048348	9048499	152	*	X3043	5332	9049701	9461462	411762	+	1201	upstream	1201	PLCB4
chr20	10200091	10200142	52	*	X3044	100131208	10004460	10200154	195695	-	0	inside	11	SNAP25-AS1
chr20	10415375	10415388	14	*	X3045	128710	10415951	10604027	188077	+	562	upstream	562	SLX4IP
chr20	10415375	10415388	14	*	X3045	8195	10385428	10414887	29460	-	487	upstream	487	MKKS
chr20	17950098	17950138	41	*	X3046	27131	17922244	17949490	27247	-	607	upstream	607	SNX5
chr20	19192475	19192489	15	*	X3047	57419	19193290	19703541	510252	+	800	upstream	800	SLC24A3
chr20	23342295	23342311	17	*	X3048	64412	23342819	23353683	10865	+	507	upstream	507	GZF1
chr20	24973634	24973640	7	*	X3049	57136	24943580	24973425	29846	-	208	upstream	208	APMAP
chr20	25228757	25228883	127	*	X3050	5834	25228706	25278648	49943	+	0	inside	50	PYGB
chr20	25228899	25228913	15	*	X3051	5834	25228706	25278648	49943	+	0	inside	192	PYGB
chr20	26188871	26189241	371	*	X3052	724033	26188822	26188914	93	-	0	overlapStart	0	MIR663A
chr20	32320105	32320341	237	*	X3053	84905	32319808	32380075	60268	+	0	inside	296	ZNF341
chr20	32699608	32699862	255	*	X3055	8894	32676115	32700085	23971	-	0	inside	222	EIF2S2
chr20	34638485	34638704	220	*	X3057	647979	34633540	34638882	5343	-	0	inside	177	NORAD
chr20	42839182	42839192	11	*	X3060	100505783	42839600	42854667	15068	+	407	upstream	407	OSER1-DT
chr20	43588861	43589063	203	*	X3061	10953	43570771	43589114	18344	-	0	inside	50	TOMM34
chr20	44563039	44563130	92	*	X3062	63935	44563317	44576662	13346	+	186	upstream	186	PCIF1
chr20	54933770	54933775	6	*	X3077	116151	54933983	54943718	9736	+	207	upstream	207	FAM210B
chr20	57607058	57607130	73	*	X3080	514	57603733	57607422	3690	-	0	inside	291	ATP5F1E
chr20	58515418	58515460	43	*	X3081	5509	58511887	58515352	3466	-	65	upstream	65	PPP1R3D
chr20	58515472	58515484	13	*	X3082	5509	58511887	58515352	3466	-	119	upstream	119	PPP1R3D
chr20	60641528	60641577	50	*	X3083	6874	60549854	60640866	91013	-	661	upstream	661	TAF4
chr20	61427583	61427655	73	*	X3084	55257	61427805	61431945	4141	+	149	upstream	149	MRGBP
chr20	61569020	61569060	41	*	X3087	11083	61509090	61569304	60215	-	0	inside	243	DIDO1
chr20	61569020	61569060	41	*	X3087	54994	61569441	61579827	10387	+	380	upstream	380	GID8
chr20	61569078	61569168	91	*	X3088	11083	61509090	61569304	60215	-	0	inside	135	DIDO1
chr20	61569078	61569168	91	*	X3088	54994	61569441	61579827	10387	+	272	upstream	272	GID8
chr20	62258603	62258769	167	*	X3089	26205	62218955	62258381	39427	-	221	upstream	221	GMEB2
chr20	62525930	62525956	27	*	X3090	80331	62526455	62567384	40930	+	498	upstream	498	DNAJC5
chr20	62573686	62573758	73	*	X3091	100302137	62572818	62572897	80	-	788	upstream	788	MIR1914
chr20	62588045	62588048	4	*	X3093	54963	62571182	62587800	16619	-	244	upstream	244	UCKL1
chr21	9825551	9825771	221	*	X3094	100500815	9826203	9826263	61	+	431	upstream	431	NA
chr21	9825551	9825771	221	*	X3094	100500862	9825832	9826011	180	+	60	upstream	60	MIR3648-1
chr21	27107603	27107733	131	*	X3097	522	27096791	27107965	11175	-	0	inside	231	ATP5PF
chr21	27107897	27107925	29	*	X3098	522	27096791	27107965	11175	-	0	inside	39	ATP5PF
chr21	30257569	30257815	247	*	X3100	29104	30244513	30257695	13183	-	0	overlapStart	0	N6AMT1
chr21	33984587	33984889	303	*	X3105	56683	33954510	33984918	30409	-	0	inside	28	CFAP298
chr21	34143879	34144044	166	*	X3106	54067	34144411	34170016	25606	+	366	upstream	366	C21orf62-AS1
chr21	34143879	34144044	166	*	X3106	94104	34106210	34144169	37960	-	0	inside	124	PAXBP1
chr21	34852022	34852058	37	*	X3110	757	34804793	34852316	47524	-	0	inside	257	TMEM50B
chr21	40177411	40177451	41	*	X3117	2114	40177231	40196878	19648	+	0	inside	179	ETS2
chr21	40984479	40984542	64	*	X3121	114041	40969075	40984749	15675	-	0	inside	206	B3GALT5-AS1
chr21	43187440	43187494	55	*	X3122	54101	43159529	43187249	27721	-	190	upstream	190	RIPK4
chr21	43187508	43187539	32	*	X3123	54101	43159529	43187249	27721	-	258	upstream	258	RIPK4
chr21	44299545	44299571	27	*	X3124	10785	44263190	44299699	36510	-	0	inside	127	WDR4
chr21	44299545	44299571	27	*	X3124	4731	44299754	44329773	30020	+	182	upstream	182	NDUFV3
chr21	45759418	45759420	3	*	X3125	755	45748827	45759285	10459	-	132	upstream	132	CFAP410
chr21	47400462	47400486	25	*	X3127	1291	47401663	47424963	23301	+	1176	upstream	1176	COL6A1
chr21	47401010	47401039	30	*	X3128	1291	47401663	47424963	23301	+	623	upstream	623	COL6A1
chr22	19419402	19419516	115	*	X3133	64976	19420036	19423596	3561	+	519	upstream	519	MRPL40
chr22	19419529	19419569	41	*	X3134	64976	19420036	19423596	3561	+	466	upstream	466	MRPL40
chr22	19419701	19419860	160	*	X3135	64976	19420036	19423596	3561	+	175	upstream	175	MRPL40
chr22	20067440	20067471	32	*	X3137	54487	20067755	20099400	31646	+	283	upstream	283	DGCR8
chr22	20861925	20861963	39	*	X3138	51586	20861886	20941919	80034	+	0	inside	38	MED15
chr22	21271782	21272087	306	*	X3139	1399	21271714	21308037	36324	+	0	inside	67	CRKL
chr22	21356549	21356633	85	*	X3140	80764	21354061	21356404	2344	-	144	upstream	144	THAP7
chr22	25201840	25201874	35	*	X3150	129049	25202136	25322813	120678	+	261	upstream	261	SGSM1
chr22	25201887	25201996	110	*	X3151	129049	25202136	25322813	120678	+	139	upstream	139	SGSM1
chr22	29196278	29196308	31	*	X3154	7494	29190548	29196560	6013	-	0	inside	251	XBP1
chr22	31031820	31031880	61	*	X3158	339665	31031793	31065003	33211	+	0	inside	26	SLC35E4
chr22	31891997	31892012	16	*	X3161	9814	31892125	32014537	122413	+	112	upstream	112	SFI1
chr22	31892051	31892212	162	*	X3162	9814	31892125	32014537	122413	+	0	overlapStart	0	SFI1
chr22	38071669	38071702	34	*	X3167	3956	38071613	38075809	4197	+	0	inside	55	LGALS1
chr22	38082148	38082188	41	*	X3168	11078	38082344	38172563	90220	+	155	upstream	155	TRIOBP
chr22	38082148	38082188	41	*	X3168	79159	38082344	38089485	7142	+	155	upstream	155	NOL12
chr22	39715402	39715430	29	*	X3172	26807	39715057	39715118	62	-	283	upstream	283	SNORD43
chr22	39715442	39715530	89	*	X3173	26807	39715057	39715118	62	-	323	upstream	323	SNORD43
chr22	39852692	39852883	192	*	X3174	4248	39853325	39888199	34875	+	441	upstream	441	MGAT3
chr22	42475482	42475510	29	*	X3177	91689	42475695	42480288	4594	+	184	upstream	184	SMDT1
chr22	43011583	43011715	133	*	X3178	84271	42979727	43010962	31236	-	620	upstream	620	POLDIP3
chr22	43583851	43583856	6	*	X3179	23170	43562628	43583137	20510	-	713	upstream	713	TTLL12
chr22	46731416	46731590	175	*	X3180	55687	46731298	46753237	21940	+	0	inside	117	TRMU
chr22	50709278	50709282	5	*	X3181	5600	50702142	50709340	7199	-	0	inside	57	MAPK11
chrX	15756507	15756598	92	*	X3188	11238	15756412	15805748	49337	+	0	inside	94	CA5B
chrX	18442909	18443105	197	*	X3189	6792	18443725	18671749	228025	+	619	upstream	619	CDKL5
chrX	23685414	23685416	3	*	X3190	10549	23685645	23704514	18870	+	228	upstream	228	PRDX4
chrX	23685704	23685756	53	*	X3191	10549	23685645	23704514	18870	+	0	inside	58	PRDX4
chrX	24168652	24168784	133	*	X3192	100873922	24164342	24167771	3430	-	880	upstream	880	ZFX-AS1
chrX	24483501	24483575	75	*	X3193	5165	24483344	24568583	85240	+	0	inside	156	PDK3
chrX	54384647	54384652	6	*	X3197	65267	54219256	54384438	165183	-	208	upstream	208	WNK3
chrX	55187801	55187834	34	*	X3198	90736	55169535	55187628	18094	-	172	upstream	172	FAM104B
chrX	111923126	111923226	101	*	X3200	340596	111873879	111923375	49497	-	0	inside	148	LHFPL1
chrX	111923525	111923586	62	*	X3201	340596	111873879	111923375	49497	-	149	upstream	149	LHFPL1
chrX	133683329	133683427	99	*	X3202	100506757	133684054	133694428	10375	+	626	upstream	626	LINC00629
